"id","content","publishTime","sid","zan","nozan"
"209","唉，感情这东西琢磨不透，要有意的人却无意，本有意的却变了心","2016-12-03 01:03:11","267","0","0"
"210","一见钟情全看颜值","2016-12-03 01:23:07","269","0","0"
"211","有的","2016-12-03 01:24:20","267","0","0"
"212","你可以和另外两个舍友联合跟辅导员说申请换宿舍呀","2016-12-03 01:26:33","266","0","0"
"213","在一起就是找醋吃","2016-12-03 01:28:24","264","0","0"
"214","下定决心吻一个人，至少不会讨厌且至少有一定好感","2016-12-03 01:31:36","253","0","0"
"215","总会遇到的，放心吧","2016-12-03 01:34:35","248","1","0"
"216","大一入学的时候我舍友也是各种猫病，现在也没改过来&hellip;不过我也习惯了","2016-12-03 02:39:49","266","0","0"
"217","亲 这关系很没劲啊 不捅破又那么亲密 心里有这种念头又不肯承认 这样对你们的发展都不利 我觉得你心里很明白该怎么去处理这段感情","2016-12-03 09:47:43","268","0","0"
"218","基佬&hellip;&hellip;？","2016-12-04 00:57:14","277","0","0"
"219","可以考虑室友大兄弟，表白的歌都帮你想好了。给我一个吻，可以不可以","2016-12-04 00:59:39","278","0","0"
"220","Excuse me?秀恩爱？","2016-12-04 01:01:49","275","0","0"
"221","我也经历很多，但我仍相信总会找到属于我的爱情","2016-12-04 01:27:17","278","0","0"
"222","其实我想说，两个没教养的人能走在一起，真的挺不容易的","2016-12-04 01:28:56","274","0","0"
"223","怒怼之","2016-12-04 11:57:01","281","0","0"
"224","错别字略有点多","2016-12-04 19:43:04","284","0","0"
"225","想开点吧，作为男生，我觉得他不是，等等看吧","2016-12-04 20:50:55","264","0","0"
"226","应该是很熟悉才会约出去旅行吧。看电影的话，想约就约吧两个人出去看电影也是很正常的事情","2016-12-04 23:02:38","292","0","0"
"227","没有很熟悉，彼此共同的朋友不多所以觉得还很不了解那个男生。","2016-12-04 23:39:33","292","0","0"
"228","我有一个舍友，也超级可恶，具体内容差不多同上吧，还有不能忍受的就是。。。感觉她变态啊，看到北一旁边的几个树就说适合抛尸，看到小房子就说适合闹鬼，简直有病！！！上次早上我来了个灯，直接把事情提升到道德层面了，谁快来收了她。","2016-12-05 00:15:51","266","0","0"
"229","我也是呢","2016-12-05 00:44:37","283","0","0"
"230","出于想泡你的想法约你出去旅游。不会太主动，互泡","2016-12-05 01:11:27","292","0","0"
"231","是。但是在意他身边的女生挺正常的。","2016-12-05 02:14:49","291","0","0"
"232","有文采的师妹。。。","2016-12-05 09:35:04","277","0","0"
"233","送给你一句话：叫他有多远滚多远..自己好好生活多培养下兴趣就不孤单了..","2016-12-05 13:08:32","300","1","0"
"234","从男生角度回答就是很正常的一种表现，我没法解释，但是嫌弃小我听说个很好的办法，就是嫌弃对方丁丁小，哈哈","2016-12-05 15:48:41","299","3","0"
"235","我想知道你是不是表白失败过之后变成这样了","2016-12-05 19:03:39","283","0","0"
"236","心疼你最近我也有这样的体会  希望你有一天会麻木 然后放下他（她）","2016-12-05 21:09:59","304","0","0"
"237","希望你不会和那个人反目成仇","2016-12-05 22:39:53","283","0","0"
"238","拔网线？","2016-12-05 22:44:51","281","0","0"
"239","尽量晚上结伴而行好一点。","2016-12-05 23:11:51","308","1","0"
"240","后知后觉总比不知不觉好，人的一生总是坎坎坷坷，经历过后会更加坚强。","2016-12-05 23:13:46","304","0","0"
"241","pua？","2016-12-05 23:15:22","306","0","0"
"242","pua?","2016-12-05 23:16:53","306","0","0"
"243","你真的很学渣吗？妹纸愿意跟你聊就不会嫌你学渣啦","2016-12-05 23:20:42","303","0","0"
"244","唉，他只是把你当好朋友","2016-12-05 23:50:00","307","0","0"
"245","就做好朋友吧，不然会受伤的","2016-12-05 23:57:30","307","0","0"
"246","越是谦让就越得寸进尺，不过你自己的想法，你喜欢就给他咯","2016-12-05 23:58:19","299","0","0"
"247","道别吧，不要心留遗憾","2016-12-05 23:59:24","295","0","0"
"248","和你的经历很相似，我是日语专业的，也是小时候家里没条件学钢琴。所幸学校有钢琴选修和琴房（免费提供给本校学生练琴），我们学校还有很多音乐系的人），我天天去练琴，虽然弹得难听，但至少没有其他人来抗议。我觉得去了琴房大家都是练琴的，没有谁比谁高贵，去得了琴房脸皮一定要厚，不要担心这么多啦～","2016-12-06 08:00:48","309","0","0"
"249","和你的经历很相似，我是日语专业的，也是小时候家里没条件学钢琴。所幸学校有钢琴选修和琴房（免费提供给本校学生练琴），我们学校还有很多音乐系的人），我天天去练琴，虽然弹得难听，但至少没有其他人来抗议。我觉得去了琴房大家都是练琴的，没有谁比谁高贵，去得了琴房脸皮一定要厚，不要担心这么多啦～","2016-12-06 08:00:50","309","0","0"
"250","不知道你是不是他，我想对他说句对不起","2016-12-06 09:59:29","314","0","0"
"251","约妹纸一起自习啊傻","2016-12-06 11:33:00","303","0","0"
"252","真理！","2016-12-06 12:07:21","312","0","0"
"253","此评论已被删除","2016-12-06 12:19:09","314","1","0"
"254","此评论已被删除","2016-12-06 12:21:41","314","0","0"
"255","对了 我一直有个问题 你是哪个学院的 
然后聊专业聊生活聊吃的聊音乐  随便聊&hellip;  这不是最简单的聊天吗  不要有那种撩人的心态去聊天  就平常一点   ","2016-12-06 21:53:11","318","0","0"
"256","你可以试着在网上跟ta说句话看看ta的反应怎么样","2016-12-06 22:37:18","316","0","0"
"257","就，聊天有那么难吗？&hellip;&hellip;认真考虑完之后再跟他聊，这不就变成是套路了吗？
就，普通聊就好啦","2016-12-07 01:59:08","318","0","0"
"258","唱歌啊你","2016-12-07 20:15:23","322","0","0"
"259","唱歌啊你","2016-12-07 20:15:23","322","0","0"
"260","喜欢她呗","2016-12-07 21:44:25","333","0","0"
"261","不适合谈，为什么还做出这举动，不是互相伤害吗，如果爱请深爱啊","2016-12-07 21:47:08","320","0","0"
"262","好好珍惜身边的人","2016-12-07 22:55:13","324","0","0"
"263","如果真的很喜欢，就再赌一次吧，万一成功了呢，如果你在一起只是为了玩玩而已就别互相伤害了，对方也会难过的","2016-12-07 22:59:14","317","0","0"
"264","我也试过这样的，内疚难过，甚至还在一起的想法","2016-12-07 23:00:48","316","0","0"
"265","如果真的很喜欢，可以继续等待，继续追求，说不定就成了","2016-12-07 23:03:11","314","0","0"
"266","如果真的有些想法赶紧付诸行动，不然。。。。。。。。。。。。。。。。。。。。。。也许明天明年就没感觉了","2016-12-07 23:26:17","333","0","0"
"267","不是病","2016-12-07 23:41:44","333","1","0"
"268","空虚寂寞冷","2016-12-07 23:41:55","333","0","0"
"269","我就偷偷笑笑","2016-12-07 23:42:51","330","0","0"
"270","喜欢就是这样...主动一点，拖着只会错过更多","2016-12-07 23:55:49","333","0","0"
"271","小小可怕。搞事情啊","2016-12-08 00:21:22","334","0","0"
"272","不一定，看行动。","2016-12-08 10:05:28","335","0","0"
"273","学会拒绝，爱惜自己","2016-12-08 12:32:54","339","0","0"
"274","两个都有两个人的原因","2016-12-08 12:57:29","339","0","0"
"275","不喜欢，就直接点吧，这样不明不白的让人痛苦知道吗","2016-12-08 13:08:22","341","0","0"
"276","唉，有缘自会重逢，不要想太多了，如果真的喜欢就不会那么容易放弃，除非还是不够喜欢","2016-12-08 13:32:32","340","0","0"
"277","我也想","2016-12-08 14:32:08","342","0","0"
"278","可怜你前任，在梦里还被你摆布&hellip;&hellip;","2016-12-08 19:27:18","345","0","0"
"279","温柔的对待每个人是对喜欢你的人最大的伤害","2016-12-08 21:33:46","346","0","0"
"280","温柔的对待每个人是对喜欢你的人最大的伤害","2016-12-08 21:33:46","346","0","0"
"281","我仿佛看到了呼伦贝尔大草原！","2016-12-08 21:35:44","345","0","0"
"282","跪求楼主联系方式","2016-12-08 21:37:19","342","0","0"
"283","保研有看体测成绩？","2016-12-08 23:01:29","343","0","0"
"284","
唉&hellip;&hellip;舍友上厕所不冲超级想吐槽","2016-12-08 23:23:25","349","0","0"
"285","没有啊(｡･&omega;･｡)ﾉ♡
开熏","2016-12-08 23:49:34","343","0","0"
"286","舍友不换内衣裤觉得很恶心，拖地不洗拖把很恶心。","2016-12-09 13:48:04","349","0","0"
"287","有病吗&hellip;&hellip;自己起床不会设闹钟吗？这也能怪别人？","2016-12-09 18:33:50","353","0","0"
"288","和他讲家乡话","2016-12-09 19:52:02","351","0","0"
"289","两个原因，你不够爱她，或者她不够爱你，如果你爱你就去挽留，确实不能在一起，就祝福吧","2016-12-09 21:39:26","350","0","0"
"290","说的很对","2016-12-09 21:41:02","347","0","0"
"291","说的很对","2016-12-09 21:41:02","347","0","0"
"292","你成功被撩了","2016-12-09 22:42:09","346","0","0"
"293","别想太多，反思自己，想一下如果失去他，你会有多痛苦","2016-12-10 00:34:57","361","0","0"
"294","给她点时间 给她个大的惊喜","2016-12-10 12:55:47","365","0","0"
"295","真的好想哭啊。","2016-12-10 20:58:30","356","1","0"
"296","我也是，可我还有一个另可爱的室友。","2016-12-10 21:00:56","352","0","0"
"297","我也好想对他说这些，可是无论我哭还是笑他都不在乎了，丢给我的永远都是沉默，那么，不打扰是我最后的温柔吧，自己慢慢消化那些自责和委屈，自己去面对那些心痛和想哭的时刻。","2016-12-10 21:04:12","350","0","0"
"298","如果你相信我 我们可以交朋友吗","2016-12-10 23:00:51","369","0","0"
"299","不要这样想啦 开心一点 
想想自己读大学了 没人管了 可以自己养活自己了对吧","2016-12-11 22:42:15","377","0","0"
"300","走了就一切成空了","2016-12-11 23:05:24","369","0","0"
"301","她可能没想好要不要接受吧。并且从女生角度，被表白了之后，肯定是处于被动状态的啊，肯定是等你进一步行动的啊。难道她还要反过来跟你表白不成？","2016-12-12 01:20:52","365","0","0"
"302","故事的开头总是这样，适逢其会，猝不及防。
故事的结局总是这样，花开两朵，天各一方。
爱情的甜蜜令人向往，相思之苦，离人之泪，却总是被人们所遗忘。滴不尽相思血泪抛红豆，开不完春柳春花满画楼，睡不稳纱窗风雨黄昏后，忘不了新愁与旧愁。恋爱固然美好，却也难以经营。愿安好，早日脱单，冥冥之中定是会有那个对的人的，相信自己。","2016-12-12 02:17:36","381","1","0"
"303","   [一] 
　　去见你想见的人吧！ 
　　趁现在还是那句话， 
　　当我们想念一个人就应该义无反顾地去见他。 

　　[二] 
　　去见你想见的人吧！ 
　　趁阳光正好。 
　　趁微风不噪。 
　　趁花儿还未开到荼蘼。 

　　[三] 
　　去见你想见的人吧！ 
　　趁现在还年轻， 
　　还可以走很长很长的路。 
　　还能诉说很深很深的思念。 

　　[四] 
　　去见你想见的人吧！ 
　　趁世界还不那么拥挤。 
　　趁飞机现在还没有起飞。 

　　[五] 
　　去见你想见的人吧！ 
　　趁记忆还能够将过往呈现。 
　　趁现在时光还没有吞噬你们的留念。 

　　[六] 
　　去见你想见的人吧！ 
　　趁现在自己的双手还能拥抱彼此。 
　　趁我们还有呼吸。 

　　[七] 
　　去见你想见的人吧！ 
　　不必去幻想相见的场景。 
　　不必去焦虑如何的言语。 

　　[八] 
　　去见你想见的人吧！ 
　　不要去在意两地的距离。 
　　趁月老还仁慈的让你们相惜。 

　　[九] 
　　去见你想见的人吧！ 
　　趁自己还活着。 
　　趁他还活着。 

　　[十] 
　　去见你想见的人吧。 
　　为自己疯狂一次。 
　　就一次。 
　　足矣。 

　　[十一] 
　　去见你想见的人吧！ 
　　趁你还爱他。 
　　趁他还爱你。 

　　[十二] 
　　如果我也想你。 
　　我会走十里路， 
　　翻五座山， 
　　趟两条河。 
　　去拥抱你。","2016-12-12 02:20:28","385","1","0"
"304","情不知所起，一往而深，生者可以死，死可以生。","2017-04-26 23:05:00","386","0","0"
