"id","gender","grade","content","award","publishTime"
"144","男生","大一","求个人陪看你的名字","爆米花可以吗","2016-11-13 23:05:21"
"145","女生","研究生","灯神啊，灯神我想找一个会电脑中常用软件操作，最好会pajek操作的计算机大神求带(^_-)，这真的是一个很大得愿望矮","我会请你吃好吃的呦，或者帮你做造型改造(￣&nabla;￣)","2016-11-13 23:12:02"
"146","男生","大一","找个女生知己，帮我找回童年，找回幽默，教我说话","一个小礼物吧(也算交个朋友吧，有困难必相帮)","2016-11-13 23:17:34"
"147","男生","研究生","路过","一首歌","2016-11-13 23:17:46"
"148","女生","大三","灯神啊灯神，人不读书和闲鱼有什么区别，求一个书虫一起泡书吧，平时交流分享。杂书杂书，什么都看，历史政治文学暗黑治愈都可以。","一个萌妹纸，陪你看书吃吃吃","2016-11-13 23:18:20"
"149","男生","研究生","灯神，我是华工北校的研究生，喜欢足球好多年了，看欧洲足球十多年经历，希望建立一个同样喜欢欧洲足球的群，大家可以一起讨论下比赛，甚至可以线下约球看球。妹子汉子都欢迎。本人巴萨迷。","你要约什么就约什么","2016-11-13 23:18:42"
"150","女生","大二","求在南校的统计学大神~&gt;_&lt;~
统计学小白一个，数学白痴一个，所以跪求有耐心的大神(&gt;﹏&lt;)，学过统计学也可以！
要南校！南校的朋友~","报答：任你说，只要我能做到！","2016-11-13 23:20:21"
"151","女生","大一","我就想问一下，广州哪里的小吃神马的好吃的多一点，在群里看别人各种晒好像很好吃的样子","额，一句感谢？","2016-11-13 23:26:28"
"152","女生","研究生","灯神啊灯神，我是隔壁华师美丽的女研究生，想认识华工的有内涵阳光活泼的研究生朋友，一起交流，学习，参加些活动，谢谢啦！图片上传不了耶，可以加我微信详谈！","找到小伙伴肯定一起约饭出来玩呀","2016-11-13 23:30:35"
"153","女生","研究生","灯神啊灯神，我是隔壁华师美丽的女研究生，想认识华工的有内涵阳光活泼的研究生朋友，一起交流，学习，参加些活动，谢谢啦！图片上传不了耶，可以加我微信详谈！","找到小伙伴肯定一起约饭出来玩呀","2016-11-13 23:30:35"
"154","女生","大四","旅游淡季适合出游呀啊，诚信找一枚妹纸出去玩(ˊᵒ̴̶̷̤ꇴᵒ̴̶̷̤ˋ)꒰厦门游、三亚游，北方游都可以你想去哪都可以商量呀呀呀呀","一个小礼物？一个靠谱队友？？","2016-11-13 23:41:23"
"155","女生","大三","大三了还能脱单吗，动如脱兔静若处子的妹子，希望认识一个逗逼的暖男，哈哈哈，有吗有吗，交个朋友挺好的","","2016-11-13 23:43:25"
"156","女生","大二","灯神啊灯神，我是一个安静的人，喜欢旅行，想找一个可以一起出去走走，看看风景的他。（本人身高165cm，理想中的他身高175cm以上）","","2016-11-13 23:47:43"
"157","男生","大四","想找个会粤语的女生教我广东话，猴不猴...","帮你完成一个心愿","2016-11-14 00:39:29"
"158","女生","大二","最近突然好想听人唱歌","红包，或是你说","2016-11-14 01:40:31"
"159","女生","大三","灯神呀灯神，我是来自广外的一女生，特来求你牵红线","","2016-11-14 01:50:10"
"160","女生","大四","灯神啊灯神，如果我开美甲小作坊，有人会找我美甲吗","交朋友 ","2016-11-14 02:10:59"
"161","男生","大四","冬天，十个B复活，他们只需要一个你，而你在哪儿呢？","","2016-11-14 03:28:21"
"162","女生","大二","小灯神～我想135便宜出一支兰芝紫隔，已经亏本了就不要嫌贵啦","送货上门请喝酸奶？","2016-11-14 07:34:47"
"163","女生","大一","后台不好意思我想看看流程&gt;w&lt;","啦啦啦","2016-11-14 10:15:00"
"164","男生","大一","万能的灯神，我是南校大一新生，我想找一个能够在周五周六教我高数的学霸，因为下周就要期中考啦，不想挂科希望能够找到Ta面对面教我高数","图书馆一楼咖啡厅下午茶和去穗石请吃饭
还有如果需要小礼物的话也是可以送的","2016-11-14 10:48:36"
"165","女生","大二","我是想找个球友，一起打篮球的球友。。宿舍的同学没几个想去打篮球的，只有我和另一个同学去打得多，有时候呢和她时间对不上，她想去我不想去，我想去她又没时间，再者就是没场地。因此呢，想找多一两个球友打球，时间的话得看各自的情况，我也不确定每天都去的，要去就一起约呗，地点可以在华工西区篮球场或中区那个露天篮球场。
记住，是一起打篮球的小伙伴喔！是一起打篮球的小伙伴喔！是一起打篮球的小伙伴喔！
不是脱单喔！！男女均可！！但愿有缘相识！","一个球友","2016-11-14 11:15:39"
"166","女生","大三","找啊找啊找朋友，找到一个好朋友，希望认识一个逗逼暖男，哈哈哈，有吗有吗，没有照片啦啦啦","","2016-11-14 12:11:20"
"167","男生","大三","万能的灯神，我是北区的一个同学，和室友的作息时间和生活习惯已经冲突很久了&hellip;&hellip;希望能找这样一间宿舍生活作息比较规律晚上不会熬夜的童鞋一起生活～另外想要学习的朋友我们可以一起学习进步啊","请你吃饭！或者你说！力所能及的都可以！","2016-11-14 12:28:46"
"168","男生","大三","我是徐立，我想找人一起练英语口语，就是用英语对话，因为我12月17日考雅思了！！","请吃饭～北区西区东区任君选择","2016-11-14 12:43:42"
"169","男生","研究生","灯神啊灯神(原来这是个模板)，西区羽毛球场收快递箱换盆栽的活动原来是要积够分才给换的，拿过去换的时候告诉我这些不够，谁想去换盆栽分数不够的话我的积分就送给ta吧，先到先得啦","积分送你咯","2016-11-14 12:53:38"
"170","男生","大三","灯神，我认识的一位家长托我为她的小孩找一位家教老师，一个初二的小男生，住在猎德村，工资的话60/小时，每周两个小时，主要是教英语语文，有文科比较好的同学有兴趣吗？","请我吃饭吧！不客气","2016-11-14 15:23:01"
"171","女生","大一","虽然希望很渺茫，但还是想试试，诚求李宇春12.10重庆演唱会380票！！！因为贴吧骗子多，只信面交～～嗷嗷嗷嗷嗷！！！！我会感激不尽","私下协商咯～","2016-11-14 16:04:22"
"172","女生","大二","灯神啊，我是一个大二苦恼的girl，总觉得长那么大再找家里要钱不好，但是又找不到赚钱的门路，希望能有兼职经验的同学推荐点靠谱的兼职，家教或者写文案的工作都可以","发红包请吃饭都行啊！！","2016-11-14 16:11:46"
"173","女生","大二","灯神啊灯神，我是15级的妹子≧&nabla;≦，我想要本次青年说冠军吴炜生的联系方式，有事情想找他商量一下~","一份小礼物~","2016-11-14 16:51:47"
"174","女生","大二","灯神啊灯神，我想问问有木有会在西区跑步的童鞋，有的话做个朋友吧，跑累了还能聊聊天吐槽吐槽&hellip;&hellip;","你可以交到一个朋友啦～","2016-11-14 17:03:29"
"175","男生","大四","我是大四应届毕业生，最近一段时间到7月都比较清闲，平时喜欢录歌，想找一位喜欢唱歌和爱旅行的伙伴，一起聊音乐规划旅行。","可以无条件录歌给你听，请吃饭也可以。","2016-11-14 17:23:21"
"176","女生",\N,"灯神，昨晚在博学楼到北湖附近(就是经常有情侣去的那排石椅那里)掉了一张羊城通，买没多久，刚充的，希望有人捡到了联系我一下。非常感谢~虽然希望渺茫，可这是第三张了，呜呜呜&hellip;&hellip;","你想要什么？","2016-11-14 17:37:30"
"177","女生","大三","灯神啊灯神，我要找男朋友，没有男朋友，朋友也行呀，想有一个人陪我吃吃喝喝谈恋爱，162 90斤木有照片","","2016-11-14 18:38:29"
"178","女生","大三","啊灯神啊灯神，本周日要去白云区的广外考托业，有没有妹子也要考，我们周六一起去附近开个房啊，如果不开房，那我们一起早上拼车过去啊！！八点半开始进入考场，从华工过去我怕来不及啊，另外，寻个已经考过托业的司机，传授一点考试的经验啊，我好方，","考完了请吃饭，高分的话请两顿","2016-11-14 19:08:49"
"179","男生",\N,"爱读书，爱专研，也爱想东想西，一直认为靠自己，已经可以解决遇到的事情，却在某天发现，自己并不了解，自己每天的所过生活。

厌倦了思考事情的自言自语，爱好较广泛，却无太多向外交际。遂借灯神宝地征同好。愿夕阳午后，有某段时间，与你共享。

于北京求学数年。现回广州自习+补课中。","","2016-11-14 19:09:01"
"180","男生",\N,"我是江苏扬州人，扬州大学本科14届毕业，目前在深圳工作，天蝎座，话不太多，喜欢听别人说，乐观，也有点腹黑，平时喜欢听歌，看电影，周末会去网鱼lol释压，希望能遇到一个有共同话题的她，一直陪伴下去。","","2016-11-14 19:55:39"
"181","女生","大四","小灯灯，有人想一起去12月30号深圳的now or never 的电音跨年趴吗？也是百威风暴音乐节主办方办的，主场嘉宾是David Guetta！具体票价多少还不知道也还没开售 有兴趣的亲们可以一起去呀 （深圳的小伙伴最好啦 晚上看完比较方便 本宝宝家也在深圳）","送你花花","2016-11-14 20:10:50"
"182","女生","大二","17年美赛求组队啊，本人数学学院大三，会MATLAB，虽然数模经验不多但会认真参加的！希望你比我有经验就好～(,,&bull;́ . &bull;̀,,)","一个认真的队友","2016-11-14 20:26:03"
"183","男生","大三","我该怎么写才能引起注意，兴趣爱好自然不用多说，不看脸，看脑，傻白甜留给好男生，聪明的女孩请和我交朋友，毕竟智慧是性感新潮流。","","2016-11-14 20:32:25"
"184","女生","大二","灯神啊灯神，我在新声代迷上了10号郑克勤的声音，原谅我是一只音控!求问有谁知道他的唱吧号吗(微信号也可以或者其他分享音乐的平台)现场录的满是杂音的歌已经循环好几天了，求解","一杯coco奶茶，可以送到宿舍楼下哦","2016-11-14 20:52:36"
"185","女生","大二","灯神啊灯神，我的小爱豆这个月28号就要过生日了，想认识同是28号生日的男生，算是一种缘分吧～有千家粉丝看到也可以来找我玩啊～","交个朋友嘛","2016-11-14 21:13:11"
"186","女生","研究生","我是华师石牌校区的女研究生，想找一个华工的研究生或者博士生，上进心强，有理想有目标，广东人最好，将来可以一起留在广州发展的，希望身高在175以上，平时可以一起学习，游玩。","","2016-11-14 21:21:10"
"187","女生","研究生","我是华师石牌校区的女研究生，想找一个华工的研究生或者博士生，上进心强，有理想有目标，广东人最好，将来可以一起留在广州发展的，希望身高在175以上，平时可以一起学习，游玩。照片有诚意的加我看票圈吧","","2016-11-14 21:24:31"
"188","男生","研究生","哈哈&hellip;研究生老人一枚，听师弟推荐了这个栏目，那就来试试吧？试试吧？","","2016-11-14 21:41:56"
"189","男生","研究生","哈哈&hellip;研究生老人一枚，听师弟推荐了这个栏目，那就来试试吧？试试吧？","","2016-11-14 21:41:56"
